"Token","Count","Number of Dialogue Acts","Total Acts"
"workbooks",1,1,174291
"hiss",1,1,174291
"interns",1,1,174291
"dowels",1,1,174291
"effortlessly",1,1,174291
"banked",1,1,174291
"wichitas",1,1,174291
"patrice",1,1,174291
"ironically",1,1,174291
"jeopardy",1,1,174291
"whatsever's",1,1,174291
"lauderdale",1,1,174291
"cruddy",1,1,174291
"doctorates",1,1,174291
"situ",1,1,174291
"prominently",1,1,174291
"indepth",1,1,174291
"byes",1,1,174291
"washable",1,1,174291
"angolan",1,1,174291
"miracles",1,1,174291
"ballpark",1,1,174291
"retaliating",1,1,174291
"divert",1,1,174291
"divers",1,1,174291
"bartenders",1,1,174291
"refrained",1,1,174291
"obesity",1,1,174291
"maneuvering",1,1,174291
"zillion",1,1,174291
"wiper",1,1,174291
"tandem",1,1,174291
"grudgingly",1,1,174291
"perjuritive",1,1,174291
"luted",1,1,174291
"execs",1,1,174291
"obtainable",1,1,174291
"preaching",1,1,174291
"computing",1,1,174291
"readjust",1,1,174291
"kiwis",1,1,174291
"paroles",1,1,174291
"reshot",1,1,174291
"pacifier",1,1,174291
"luxurious",1,1,174291
"who'd",1,1,174291
"clutches",1,1,174291
"adirondacks",1,1,174291
"withdraws",1,1,174291
"satan",1,1,174291
"electronically",1,1,174291
"towar",1,1,174291
"hooper",1,1,174291
"avia",1,1,174291
"meats",1,1,174291
"relegated",1,1,174291
"stemmons",1,1,174291
"rejoice",1,1,174291
"stopgap",1,1,174291
"cliff's",1,1,174291
"suffice",1,1,174291
"notable",1,1,174291
"slowing",1,1,174291
"bogarts",1,1,174291
"hiker",1,1,174291
"nonexempts",1,1,174291
"wardrobing",1,1,174291
"pistons",1,1,174291
"accumulates",1,1,174291
"debunking",1,1,174291
"viscosity",1,1,174291
"scribes",1,1,174291
"inserts",1,1,174291
"exorbitant",1,1,174291
"gouging",1,1,174291
"unreasonably",1,1,174291
"overinflate",1,1,174291
"thefts",1,1,174291
"refried",1,1,174291
"uneducated",1,1,174291
"incinerate",1,1,174291
"expressways",1,1,174291
"arranger",1,1,174291
"sleeper",1,1,174291
"lockhaven",1,1,174291
"pragmatic",1,1,174291
"hundr",1,1,174291
"translating",1,1,174291
"chefs",1,1,174291
"bacterial",1,1,174291
"denmark",1,1,174291
"emancipate",1,1,174291
"anticipation",1,1,174291
"hunch",1,1,174291
"kindest",1,1,174291
"screeching",1,1,174291
"goldblum's",1,1,174291
"inequities",1,1,174291
"cheer",1,1,174291
"peachy",1,1,174291
"tempco",1,1,174291
"basical",1,1,174291
"shielding",1,1,174291
"catholicism",1,1,174291
"pennsylvania's",1,1,174291
"extinguisher",1,1,174291
"mouthiest",1,1,174291
"modulate",1,1,174291
"enlisting",1,1,174291
"mottled",1,1,174291
"turbulence",1,1,174291
"centralize",1,1,174291
"renewable",1,1,174291
"inexpensively",1,1,174291
"razor",1,1,174291
"foreseeable",1,1,174291
"tabloids",1,1,174291
"outwardly",1,1,174291
"alaska's",1,1,174291
"tandy",1,1,174291
"goats",1,1,174291
"ellicott",1,1,174291
"nautical",1,1,174291
"hater",1,1,174291
"witch",1,1,174291
"infect",1,1,174291
"pleas",1,1,174291
"handwriting's",1,1,174291
"ronnie's",1,1,174291
"imme",1,1,174291
"wadley",1,1,174291
"bonkers",1,1,174291
"rhymed",1,1,174291
"puberty",1,1,174291
"precluded",1,1,174291
"franchises",1,1,174291
"margarine",1,1,174291
"befriends",1,1,174291
"gratification",1,1,174291
"naming",1,1,174291
"airtight",1,1,174291
"that!",1,1,174291
"unwritten",1,1,174291
"intimidate",1,1,174291
"constitutionally",1,1,174291
"housepainter",1,1,174291
"vicarious",1,1,174291
"distinguishes",1,1,174291
"levi's",1,1,174291
"marshmallow",1,1,174291
"silverware",1,1,174291
"circulate",1,1,174291
"seguin",1,1,174291
"broudigan",1,1,174291
"cargo",1,1,174291
"dennehy",1,1,174291
"carer",1,1,174291
"secretary's",1,1,174291
"carey",1,1,174291
"hominy",1,1,174291
"dystrophy",1,1,174291
"airspace",1,1,174291
"patchwork",1,1,174291
"lightheaded",1,1,174291
"severenson",1,1,174291
"frizzell",1,1,174291
"padded",1,1,174291
"tailing",1,1,174291
"dominates",1,1,174291
"prayed",1,1,174291
"strains",1,1,174291
"legos",1,1,174291
"tonnage",1,1,174291
"california's",1,1,174291
"fraught",1,1,174291
"biogr",1,1,174291
"sprinklers",1,1,174291
"celosias",1,1,174291
"withdrawal",1,1,174291
"sloppier",1,1,174291
"reenacted",1,1,174291
"griping",1,1,174291
"fillmont",1,1,174291
"dazzle",1,1,174291
"recouped",1,1,174291
"uncontrolled",1,1,174291
"separation",1,1,174291
"unguarded",1,1,174291
"weakened",1,1,174291
"tension",1,1,174291
"chess",1,1,174291
"beatings",1,1,174291
"tremen",1,1,174291
"citizen's",1,1,174291
"employing",1,1,174291
"precocious",1,1,174291
"convertibles",1,1,174291
"hammering",1,1,174291
"brochco",1,1,174291
"salamander",1,1,174291
"latinos",1,1,174291
"nobodies",1,1,174291
"chews",1,1,174291
"pail",1,1,174291
"two's",1,1,174291
"refusal",1,1,174291
"inaugurated",1,1,174291
"optometrist",1,1,174291
"moderation",1,1,174291
"tentatively",1,1,174291
"doogie",1,1,174291
"pals",1,1,174291
"toasty",1,1,174291
"swimsuit",1,1,174291
"pecking",1,1,174291
"iraqi's",1,1,174291
"batter",1,1,174291
"novelization",1,1,174291
"adamantly",1,1,174291
"allocate",1,1,174291
"consultation",1,1,174291
"sopapillas",1,1,174291
"lawyers'",1,1,174291
"screwup",1,1,174291
"deductible's",1,1,174291
"interdiction",1,1,174291
"falcon",1,1,174291
"beauregard",1,1,174291
"population's",1,1,174291
"cackle",1,1,174291
"tacking",1,1,174291
"distinguishable",1,1,174291
"crunches",1,1,174291
"macree",1,1,174291
"overdress",1,1,174291
"cording",1,1,174291
"razzle",1,1,174291
"rusts",1,1,174291
"brooks'",1,1,174291
"hickory",1,1,174291
"diabetes",1,1,174291
"improper",1,1,174291
"sassy",1,1,174291
"outside's",1,1,174291
"commander",1,1,174291
"dodger",1,1,174291
"renegade",1,1,174291
"spackle",1,1,174291
"papa",1,1,174291
"betters",1,1,174291
"propagate",1,1,174291
"wheelchairs",1,1,174291
"awhi",1,1,174291
"galore",1,1,174291
"unpacking",1,1,174291
"coasts",1,1,174291
"appraisers",1,1,174291
"dallas'",1,1,174291
"measu",1,1,174291
"para",1,1,174291
"hunky",1,1,174291
"chemo",1,1,174291
"plexiglas",1,1,174291
"earl",1,1,174291
"commissary",1,1,174291
"intangible",1,1,174291
"grotesque",1,1,174291
"user's",1,1,174291
"behinds",1,1,174291
"smiley",1,1,174291
"eclipses",1,1,174291
"scandals",1,1,174291
"smiled",1,1,174291
"plummeted",1,1,174291
"getaways",1,1,174291
"bootstraps",1,1,174291
"handing",1,1,174291
"thrives",1,1,174291
"paired",1,1,174291
"quarries",1,1,174291
"burgling",1,1,174291
"bureaucrats",1,1,174291
"candlesticks",1,1,174291
"commutes",1,1,174291
"glider",1,1,174291
"adder",1,1,174291
"freehand",1,1,174291
"wretched",1,1,174291
"commuted",1,1,174291
"o'gear",1,1,174291
"disintegration",1,1,174291
"whoop",1,1,174291
"reviving",1,1,174291
"fastened",1,1,174291
"bloopers",1,1,174291
"armor",1,1,174291
"zak's",1,1,174291
"euless",1,1,174291
"relativity",1,1,174291
"asphyxiate",1,1,174291
"gondolas",1,1,174291
"pawn",1,1,174291
"awol",1,1,174291
"marrakech",1,1,174291
"premeditate",1,1,174291
"requesting",1,1,174291
"commonality",1,1,174291
"corrective",1,1,174291
"doorstep",1,1,174291
"streamers",1,1,174291
"prince",1,1,174291
"poets'",1,1,174291
"prawns",1,1,174291
"inconveniences",1,1,174291
"shakespeare's",1,1,174291
"rationalizing",1,1,174291
"withstood",1,1,174291
"price's",1,1,174291
"fluorescent",1,1,174291
"could've",1,1,174291
"feat",1,1,174291
"adoptive",1,1,174291
"goodne",1,1,174291
"heeley",1,1,174291
"townhouses",1,1,174291
"battleground",1,1,174291
"inma",1,1,174291
"inflated",1,1,174291
"handier",1,1,174291
"dialers",1,1,174291
"grudge",1,1,174291
"wouldn",1,1,174291
"melanie",1,1,174291
"squirts",1,1,174291
"competed",1,1,174291
"pilgrim",1,1,174291
"woodward's",1,1,174291
"gearing",1,1,174291
"trustworthy",1,1,174291
"siberia",1,1,174291
"thistles",1,1,174291
"bedlam",1,1,174291
"circulating",1,1,174291
"unprofessional",1,1,174291
"legit",1,1,174291
"commercialization",1,1,174291
"perforated",1,1,174291
"congregations",1,1,174291
"sheltering",1,1,174291
"hemorrhaged",1,1,174291
"chuckle",1,1,174291
"druggy",1,1,174291
"traipse",1,1,174291
"thriving",1,1,174291
"turquoise",1,1,174291
"electrode",1,1,174291
"ghettos",1,1,174291
"vampire",1,1,174291
"designers",1,1,174291
"submerged",1,1,174291
"diversified",1,1,174291
"clogging",1,1,174291
"medina's",1,1,174291
"gerontology",1,1,174291
"dismember",1,1,174291
"lightened",1,1,174291
"glands",1,1,174291
"enters",1,1,174291
"peons",1,1,174291
"mufflers",1,1,174291
"tales",1,1,174291
"disappearing",1,1,174291
"rehabilitative",1,1,174291
"doohan",1,1,174291
"module",1,1,174291
"collaborating",1,1,174291
"certificates",1,1,174291
"afresh",1,1,174291
"theatrics",1,1,174291
"sincere",1,1,174291
"arnet",1,1,174291
"prolific",1,1,174291
"components",1,1,174291
"overturning",1,1,174291
"flicking",1,1,174291
"inte",1,1,174291
"crate",1,1,174291
"mondale",1,1,174291
"humus",1,1,174291
"pullman",1,1,174291
"smush",1,1,174291
"inst",1,1,174291
"geometry",1,1,174291
"overwork",1,1,174291
"richie",1,1,174291
"wrinkles",1,1,174291
"maladies",1,1,174291
"goofing",1,1,174291
"paces",1,1,174291
"diana",1,1,174291
"wrinkled",1,1,174291
"lenore",1,1,174291
"cozumel",1,1,174291
"trimmer",1,1,174291
"invo",1,1,174291
"unanimity",1,1,174291
"surpassing",1,1,174291
"sucked",1,1,174291
"culinary",1,1,174291
"internet",1,1,174291
"drowsy",1,1,174291
"consciously",1,1,174291
"unlicensed",1,1,174291
"renaissance",1,1,174291
"recap",1,1,174291
"poisonous",1,1,174291
"beast",1,1,174291
"stalled",1,1,174291
"activists",1,1,174291
"rentals",1,1,174291
"seedling",1,1,174291
"subtracts",1,1,174291
"steppers",1,1,174291
"prints",1,1,174291
"relearn",1,1,174291
"eldon",1,1,174291
"aranca",1,1,174291
"bible's",1,1,174291
"axes",1,1,174291
"unconstitutional",1,1,174291
"isaac",1,1,174291
"character's",1,1,174291
"talon",1,1,174291
"beams",1,1,174291
"forefinger",1,1,174291
"legalese",1,1,174291
"alluring",1,1,174291
"fireworks",1,1,174291
"staking",1,1,174291
"flyer's",1,1,174291
"insurers",1,1,174291
"cramp",1,1,174291
"spruce",1,1,174291
"persecution",1,1,174291
"repent",1,1,174291
"stint",1,1,174291
"gusts",1,1,174291
"sconces",1,1,174291
"destructive",1,1,174291
"buckle",1,1,174291
"nurture",1,1,174291
"lefty",1,1,174291
"apocalypse",1,1,174291
"unarmed",1,1,174291
"vela's",1,1,174291
"temporally",1,1,174291
"budding",1,1,174291
"semitic",1,1,174291
"overlooks",1,1,174291
"homogenous",1,1,174291
"journeyman",1,1,174291
"adapting",1,1,174291
"sequentially",1,1,174291
"unveiling",1,1,174291
"estimation",1,1,174291
"appointee",1,1,174291
"boonies",1,1,174291
"revolutionized",1,1,174291
"lakeway",1,1,174291
"carrollton",1,1,174291
"typeset",1,1,174291
"caterer",1,1,174291
"expedited",1,1,174291
"empathize",1,1,174291
"methodical",1,1,174291
"notifies",1,1,174291
"axle",1,1,174291
"distances",1,1,174291
"epidemiological",1,1,174291
"notified",1,1,174291
"chisel",1,1,174291
"revised",1,1,174291
"tally",1,1,174291
"canyons",1,1,174291
"sarum",1,1,174291
"flavors",1,1,174291
"wavelengths",1,1,174291
"urge",1,1,174291
"leadersi",1,1,174291
"saver",1,1,174291
"assigning",1,1,174291
"gypped",1,1,174291
"marches",1,1,174291
"beware",1,1,174291
"musky",1,1,174291
"optimistic",1,1,174291
"stereos",1,1,174291
"gristle",1,1,174291
"wrenches",1,1,174291
"descend",1,1,174291
"slay",1,1,174291
"canine",1,1,174291
"polyesters",1,1,174291
"invalids",1,1,174291
"riffraff",1,1,174291
"grammy",1,1,174291
"laura's",1,1,174291
"panasonic",1,1,174291
"unibody",1,1,174291
"irritant",1,1,174291
"thirtieth",1,1,174291
"vying",1,1,174291
"sled",1,1,174291
"taxachusetts",1,1,174291
"couldn",1,1,174291
"napkins",1,1,174291
"cupboards",1,1,174291
"overheated",1,1,174291
"insite",1,1,174291
"pennsylvanians",1,1,174291
"deregister",1,1,174291
"politicking",1,1,174291
"blazey",1,1,174291
"toge",1,1,174291
"energies",1,1,174291
"risen",1,1,174291
"alters",1,1,174291
"tofu",1,1,174291
"tucson",1,1,174291
"damon",1,1,174291
"judds",1,1,174291
"tutored",1,1,174291
"famili",1,1,174291
"punched",1,1,174291
"inconsistencies",1,1,174291
"fanatically",1,1,174291
"spirited",1,1,174291
"capitalism",1,1,174291
"capitalist",1,1,174291
"crazily",1,1,174291
"frenzy",1,1,174291
"prodding",1,1,174291
"cutthroat",1,1,174291
"videotaping",1,1,174291
"inconsistency",1,1,174291
"physiological",1,1,174291
"deacons",1,1,174291
"slid",1,1,174291
"winnebago's",1,1,174291
"marketable",1,1,174291
"foiled",1,1,174291
"tackles",1,1,174291
"repeaters",1,1,174291
"lotions",1,1,174291
"aliens",1,1,174291
"paralegals",1,1,174291
"refreshments",1,1,174291
"foundations",1,1,174291
"kurd",1,1,174291
"gallows",1,1,174291
"spectrometer",1,1,174291
"tonk",1,1,174291
"acrylic",1,1,174291
"thereabouts",1,1,174291
"bridesmaids",1,1,174291
"amaco",1,1,174291
"porpoises",1,1,174291
"potash",1,1,174291
"concessions",1,1,174291
"gigs",1,1,174291
"kilowatt",1,1,174291
"aerial",1,1,174291
"outhouses",1,1,174291
"constancy",1,1,174291
"toot",1,1,174291
"outbound",1,1,174291
"squirming",1,1,174291
"parody",1,1,174291
"regar",1,1,174291
"underestimated",1,1,174291
"gainful",1,1,174291
"jacuzzis",1,1,174291
"mandate",1,1,174291
"discussionary",1,1,174291
"culottes",1,1,174291
"hussein's",1,1,174291
"carting",1,1,174291
"lightweight",1,1,174291
"slop",1,1,174291
"crazier",1,1,174291
"gill",1,1,174291
"hurtle",1,1,174291
"defini",1,1,174291
"scoundrels",1,1,174291
"stuff's",1,1,174291
"paged",1,1,174291
"marriott",1,1,174291
"rationalized",1,1,174291
"haves",1,1,174291
"retitled",1,1,174291
"adroit",1,1,174291
"rink",1,1,174291
"equalization",1,1,174291
"oddity",1,1,174291
"gestalt",1,1,174291
"hershel",1,1,174291
"poops",1,1,174291
"razor's",1,1,174291
"dieters",1,1,174291
"saute",1,1,174291
"iota",1,1,174291
"imminent",1,1,174291
"amaze",1,1,174291
"rotter",1,1,174291
"tory",1,1,174291
"patched",1,1,174291
"telstar",1,1,174291
"pliable",1,1,174291
"regrets",1,1,174291
"goddard",1,1,174291
"mulcher",1,1,174291
"mudhens",1,1,174291
"protested",1,1,174291
"genetic",1,1,174291
"sargent",1,1,174291
"rios",1,1,174291
"knits",1,1,174291
"snotty",1,1,174291
"gossip",1,1,174291
"groves",1,1,174291
"humanness",1,1,174291
"retaining",1,1,174291
"quingdao",1,1,174291
"helman's",1,1,174291
"altoona",1,1,174291
"egyptians",1,1,174291
"airports",1,1,174291
"turgeon",1,1,174291
"migrate",1,1,174291
"hairsp",1,1,174291
"metcalf",1,1,174291
"indigestion",1,1,174291
"poundage",1,1,174291
"kimonos",1,1,174291
"usable",1,1,174291
"scaffolds",1,1,174291
"godly",1,1,174291
"shied",1,1,174291
"goddamn",1,1,174291
"jambalaya",1,1,174291
"fluently",1,1,174291
"sausa",1,1,174291
"equipment's",1,1,174291
"twirled",1,1,174291
"mayer",1,1,174291
"discard",1,1,174291
"cancer's",1,1,174291
"somethings",1,1,174291
"compatibles",1,1,174291
"entrusting",1,1,174291
"nourishing",1,1,174291
"nonessential",1,1,174291
"guises",1,1,174291
"tell's",1,1,174291
"contention",1,1,174291
"browbeat",1,1,174291
"outwitting",1,1,174291
"ships",1,1,174291
"raters",1,1,174291
"subside",1,1,174291
"sectioning",1,1,174291
"fellini",1,1,174291
"eureka's",1,1,174291
"editorialize",1,1,174291
"backrest",1,1,174291
"enormously",1,1,174291
"futile",1,1,174291
"ecru",1,1,174291
"schroeder's",1,1,174291
"unpopularity",1,1,174291
"snail's",1,1,174291
"pennsyl",1,1,174291
"diametrically",1,1,174291
"kester",1,1,174291
"zales",1,1,174291
"incontinent",1,1,174291
"schizophrenia",1,1,174291
"citizenry",1,1,174291
"orient",1,1,174291
"trekie",1,1,174291
"probab",1,1,174291
"refers",1,1,174291
"decimeter",1,1,174291
"screamed",1,1,174291
"rebounders",1,1,174291
"unsure",1,1,174291
"globally",1,1,174291
"flack",1,1,174291
"wearisome",1,1,174291
"platies",1,1,174291
"breach",1,1,174291
"surinam",1,1,174291
"designer",1,1,174291
"hairsprayer",1,1,174291
"adhering",1,1,174291
"thanking",1,1,174291
"gibbons",1,1,174291
"koreans",1,1,174291
"shins",1,1,174291
"gelatin",1,1,174291
"unfold",1,1,174291
"convicts",1,1,174291
"inhabitants",1,1,174291
"camels",1,1,174291
"brink",1,1,174291
"corrugated",1,1,174291
"robot",1,1,174291
"trailing",1,1,174291
"promotes",1,1,174291
"appalls",1,1,174291
"rescues",1,1,174291
"carve",1,1,174291
"furnishes",1,1,174291
"hierarchy",1,1,174291
"uncanny",1,1,174291
"cheech",1,1,174291
"patter",1,1,174291
"bayless",1,1,174291
"exacerbate",1,1,174291
"trucked",1,1,174291
"teetering",1,1,174291
"backers",1,1,174291
"furnished",1,1,174291
"televised",1,1,174291
"crystals",1,1,174291
"mounted",1,1,174291
"slushy",1,1,174291
"simon's",1,1,174291
"spaying",1,1,174291
"decipher",1,1,174291
"sewage",1,1,174291
"sanctity",1,1,174291
"conveyor",1,1,174291
"fiddling",1,1,174291
"emerson",1,1,174291
"residual",1,1,174291
"murky",1,1,174291
"fighters",1,1,174291
"acclimate",1,1,174291
"exclude",1,1,174291
"guitarist",1,1,174291
"tulley",1,1,174291
"antennas",1,1,174291
"valence",1,1,174291
"mainland",1,1,174291
"felix",1,1,174291
"evokes",1,1,174291
"burst",1,1,174291
"arose",1,1,174291
"fenders",1,1,174291
"stickler",1,1,174291
"rowlett's",1,1,174291
"incarcerate",1,1,174291
"patents",1,1,174291
"carbureted",1,1,174291
"mayors",1,1,174291
"chengdu",1,1,174291
"employments",1,1,174291
"hairdo",1,1,174291
"carts",1,1,174291
"bichons",1,1,174291
"sulfide",1,1,174291
"custodians",1,1,174291
"electing",1,1,174291
"milliliter",1,1,174291
"conway",1,1,174291
"bitterness",1,1,174291
"clarendon",1,1,174291
"sailboating",1,1,174291
"cheeky",1,1,174291
"dictated",1,1,174291
"resulting",1,1,174291
"traumatized",1,1,174291
"dictates",1,1,174291
"cheeks",1,1,174291
"chilton's",1,1,174291
"utensils",1,1,174291
"escaping",1,1,174291
"gibberish",1,1,174291
"becca",1,1,174291
"delegate",1,1,174291
"sauna",1,1,174291
"slump",1,1,174291
"eddy",1,1,174291
"hindquarters",1,1,174291
"modifications",1,1,174291
"disposables",1,1,174291
"remembrance",1,1,174291
"szechuan",1,1,174291
"cleaners",1,1,174291
"slums",1,1,174291
"themself",1,1,174291
"landlo",1,1,174291
"mattered",1,1,174291
"cleanest",1,1,174291
"outcast",1,1,174291
"nutritious",1,1,174291
"weaving",1,1,174291
"poole",1,1,174291
"brighton",1,1,174291
"jarring",1,1,174291
"shortchanging",1,1,174291
"hobbled",1,1,174291
"eden",1,1,174291
"malibu",1,1,174291
"mother'd",1,1,174291
"hateful",1,1,174291
"conservatism",1,1,174291
"bride",1,1,174291
"czar's",1,1,174291
"gliding",1,1,174291
"pirogies",1,1,174291
"toronado",1,1,174291
"displace",1,1,174291
"fartherest",1,1,174291
"investigate",1,1,174291
"devastation",1,1,174291
"dan's",1,1,174291
"unicolor",1,1,174291
"subsist",1,1,174291
"dads",1,1,174291
"dado",1,1,174291
"regretful",1,1,174291
"zack",1,1,174291
"scorpions",1,1,174291
"mcgillis",1,1,174291
"retool",1,1,174291
"exerciser",1,1,174291
"bookcase",1,1,174291
"vibrant",1,1,174291
"registrations",1,1,174291
"modular",1,1,174291
"spoils",1,1,174291
"opponents",1,1,174291
"storly",1,1,174291
"bill's",1,1,174291
"grammatical",1,1,174291
"braved",1,1,174291
"kenya",1,1,174291
"fresher",1,1,174291
"casks",1,1,174291
"lightfoot",1,1,174291
"stormy",1,1,174291
"incurred",1,1,174291
"speculate",1,1,174291
"darndest",1,1,174291
"millionaire's",1,1,174291
"donates",1,1,174291
"attained",1,1,174291
"scurrying",1,1,174291
"cupcake",1,1,174291
"excellence",1,1,174291
"dovey",1,1,174291
"doves",1,1,174291
"montpe",1,1,174291
"walleye",1,1,174291
"trimming",1,1,174291
"distributive",1,1,174291
"authoritative",1,1,174291
"bluntly",1,1,174291
"bunnies",1,1,174291
"chancellor",1,1,174291
"extract",1,1,174291
"fugate",1,1,174291
"grandma's",1,1,174291
"shaped",1,1,174291
"castaways",1,1,174291
"spells",1,1,174291
"sorriest",1,1,174291
"fantasizing",1,1,174291
"conversed",1,1,174291
"proportions",1,1,174291
"retort",1,1,174291
"stains",1,1,174291
"therapeutic",1,1,174291
"seized",1,1,174291
"rossini",1,1,174291
"ominous",1,1,174291
"racially",1,1,174291
"typeface",1,1,174291
"control's",1,1,174291
"cerebral",1,1,174291
"sally's",1,1,174291
"drooping",1,1,174291
"initialized",1,1,174291
"starched",1,1,174291
"asses",1,1,174291
"stutter",1,1,174291
"granny's",1,1,174291
"gainesville",1,1,174291
"dimpled",1,1,174291
"edible",1,1,174291
"grinning",1,1,174291
"cults",1,1,174291
"spitting",1,1,174291
"flipper",1,1,174291
"cooperatives",1,1,174291
"partisan",1,1,174291
"publishers",1,1,174291
"gambler",1,1,174291
"spiritually",1,1,174291
"brits",1,1,174291
"plantings",1,1,174291
"brite",1,1,174291
